2004,Jan.,0,0,0
2004,Feb.,0,0,0
2004,Mar.,0,0,0
2004,Apr.,0,0,0
2004,May,0,0,0
2004,Jun.,1,7,2
2004,Jul.,0,0,0
2004,Aug.,0,0,0
2004,Sep.,0,0,0
2004,Oct.,0,0,0
2004,Nov.,0,0,0
2004,Dec.,0,0,0
2005,Jan.,0,0,0
2005,Feb.,0,0,0
2005,Mar.,0,0,0
2005,Apr.,0,0,0
2005,May,1,2,0
2005,Jun.,0,0,0
2005,Jul.,0,0,0
2005,Aug.,0,0,0
2005,Sep.,0,0,0
2005,Oct.,0,0,0
2005,Nov.,1,8,3
2005,Dec.,1,6,2
2006,Jan.,2,26,6
2006,Feb.,0,0,0
2006,Mar.,0,0,0
2006,Apr.,0,0,0
2006,May,0,0,0
2006,Jun.,0,0,0
2006,Jul.,0,0,0
2006,Aug.,0,0,0
2006,Sep.,0,0,0
2006,Oct.,1,82,69
2006,Nov.,0,0,0
2006,Dec.,0,0,0
2007,Jan.,1,8,1
2007,Feb.,0,0,0
2007,Mar.,0,0,0
2007,Apr.,1,4,0
2007,May,0,0,0
2007,Jun.,1,27,0
2007,Jul.,0,0,0
2007,Aug.,0,0,0
2007,Sep.,0,0,0
2007,Oct.,0,0,0
2007,Nov.,1,8,0
2007,Dec.,1,0,0
2008,Jan.,1,14,3
2008,Feb.,1,12,0
2008,Mar.,1,19,0
2008,Apr.,0,0,0
2008,May,1,16,3
2008,Jun.,1,1,0
2008,Jul.,1,10,1
2008,Aug.,5,37,3
2008,Sep.,7,66,13
2008,Oct.,9,92,9
2008,Nov.,6,44,0
2008,Dec.,5,20,0
2009,Jan.,4,27,5
2009,Feb.,2,55,1
2009,Mar.,5,44,0
2009,Apr.,5,40,7
2009,May,3,56,0
2009,Jun.,5,97,10
2009,Jul.,7,90,0
2009,Aug.,4,54,10
2009,Sep.,7,57,3
2009,Oct.,3,32,0
2009,Nov.,3,19,1
2009,Dec.,7,55,1
2010,Jan.,12,98,2
2010,Feb.,9,61,1
2010,Mar.,10,65,1
2010,Apr.,5,36,2
2010,May,7,66,7
2010,Jun.,6,53,0
2010,Jul.,5,64,0
2010,Aug.,7,54,4
2010,Sep.,23,141,4
2010,Oct.,16,101,1
2010,Nov.,14,86,1
2010,Dec.,14,133,0
2011,Jan.,10,49,0
2011,Feb.,3,24,0
2011,Mar.,9,72,1
2011,Apr.,2,29,4
2011,May,8,51,0
2011,Jun.,13,103,0
2011,Jul.,7,65,1
2011,Aug.,6,40,1
2011,Sep.,4,15,0
2011,Oct.,9,55,2
2011,Nov.,4,29,0
2011,Dec.,0,0,0
2012,Jan.,4,15,0
2012,Feb.,4,34,1
2012,Mar.,5,34,0
2012,Apr.,1,5,0
2012,May,6,35,0
2012,Jun.,6,30,0
2012,Jul.,4,46,0
2012,Aug.,7,51,1
2012,Sep.,3,15,0
2012,Oct.,4,30,0
2012,Nov.,1,3,0
2012,Dec.,5,23,0
2013,Jan.,6,44,1
2013,Feb.,2,12,0
2013,Mar.,2,5,0
2013,Apr.,2,10,0
2013,May,1,5,0
2013,Jun.,1,9,0
2013,Jul.,3,27,0
2013,Aug.,1,4,0
2013,Sep.,4,21,0
2013,Oct.,1,3,0
2013,Nov.,3,17,1
2013,Dec.,1,4,0
2014,Jan.,0,0,0
2014,Feb.,0,0,0
2014,Mar.,0,0,0
2014,Apr.,0,0,0
2014,May,0,0,0
2014,Jun.,3,19,0
2014,Jul.,3,40,0
2014,Aug.,1,6,0
2014,Sep.,2,11,0
2014,Oct.,9,42,0
2014,Nov.,3,20,1
2014,Dec.,4,20,0
2015,Jan.,5,33,0
2015,Feb.,0,0,0
2015,Mar.,1,3,0
2015,Apr.,1,4,0
2015,May,2,11,0
2015,Jun.,2,13,0
2015,Jul.,0,0,0
2015,Aug.,1,6,0
2015,Sep.,1,6,0
2015,Oct.,0,0,0
2015,Nov.,0,0,0
2015,Dec.,0,0,0
